makine_turu,calisma_saati,genel_bakim_periyodu_saat,sicaklik_durumu,titresim_hissi,yag_seviyesi,genel_durum,sizinti_durumu,kablo_hasar_durumu,hidrolik_yag_durumu,rezistans_kokusu,bor_yag_rengi,spindle_titresim,alt_su_tahliye,mercek_temizligi,kaynak_torcu,kablo_sarmali,isik_bariyeri,sizma_kontrolu,termal_gozlem,sogutma_suyu,teflon_kontrolu,fotosel_algilama,Hedef_Ariza_Tipi,Hedef_Gercek_Yipranma
Talaşlı İmalat,6948,8000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,86.85
Otomasyon ve Robotik,940,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,11.75
Plastik ve Enjeksiyon,1028,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,25.7
Yardımcı Tesis,976,8000,2,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,32.53
Yardımcı Tesis,708,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,17.7
Kalite Kontrol,939,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,23.47
Sac ve Şekillendirme,1524,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,38.1
Sac ve Şekillendirme,2600,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,43.33
Sac ve Şekillendirme,3858,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,48.23
Sac ve Şekillendirme,3571,4000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,91.63
Paketleme ve Lojistik,2391,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,47.82
Paketleme ve Lojistik,1939,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,32.32
Kalite Kontrol,5753,6000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,95.88
Kalite Kontrol,911,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,11.39
Talaşlı İmalat,1359,5000,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,Yok,27.18
Döküm ve Isıl İşlem,4227,4000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PWF,100.0
Otomasyon ve Robotik,186,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,4.65
Otomasyon ve Robotik,3655,4000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,91.38
Kalite Kontrol,2596,4000,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,90.72
Kalite Kontrol,218,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,5.45
Kalite Kontrol,1903,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,38.06
Yardımcı Tesis,1418,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,35.45
Otomasyon ve Robotik,4835,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,60.44
Plastik ve Enjeksiyon,944,5000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yok,18.88
Sac ve Şekillendirme,2994,5000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,77.92
Talaşlı İmalat,2962,4000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yok,74.05
Sac ve Şekillendirme,1951,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,39.02
Yardımcı Tesis,3111,5000,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,62.22
Yardımcı Tesis,1342,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,26.84
Paketleme ve Lojistik,4369,4000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Sac ve Şekillendirme,6130,8000,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,79.65
Otomasyon ve Robotik,4319,5000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,86.38
Döküm ve Isıl İşlem,4635,6000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,79.86
Yardımcı Tesis,1387,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,17.34
Sac ve Şekillendirme,3084,6000,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,55.82
Döküm ve Isıl İşlem,4532,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,56.65
Kalite Kontrol,4869,6000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Döküm ve Isıl İşlem,3061,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,PWF,100.0
Döküm ve Isıl İşlem,3748,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Yok,46.85
Paketleme ve Lojistik,3276,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,40.95
Döküm ve Isıl İşlem,2125,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,42.5
Yardımcı Tesis,895,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,14.92
Otomasyon ve Robotik,4338,4000,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,100.0
Döküm ve Isıl İşlem,1044,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Yok,20.88
Paketleme ve Lojistik,753,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,9.41
Plastik ve Enjeksiyon,707,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,14.14
Yardımcı Tesis,4395,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,54.94
Yardımcı Tesis,5521,8000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,71.11
Sac ve Şekillendirme,2718,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,33.98
Kalite Kontrol,7917,8000,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,100.0
Otomasyon ve Robotik,3106,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,38.82
Yardımcı Tesis,1565,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,19.56
Döküm ve Isıl İşlem,1127,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Yok,28.18
Yardımcı Tesis,1732,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,34.64
Otomasyon ve Robotik,2725,4000,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,70.54
Döküm ve Isıl İşlem,1805,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,30.08
Sac ve Şekillendirme,4358,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,72.63
Plastik ve Enjeksiyon,5796,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,72.45
Otomasyon ve Robotik,3831,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,95.78
Talaşlı İmalat,2976,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,74.4
Talaşlı İmalat,3365,4000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Talaşlı İmalat,1851,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,37.02
Otomasyon ve Robotik,1893,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,37.86
Plastik ve Enjeksiyon,2887,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,36.09
Plastik ve Enjeksiyon,1438,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,23.97
Paketleme ve Lojistik,7409,8000,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,100.0
Talaşlı İmalat,4014,6000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,71.81
Paketleme ve Lojistik,2844,4000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,71.1
Yardımcı Tesis,7826,8000,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PWF,100.0
Otomasyon ve Robotik,4334,6000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,72.23
Kalite Kontrol,712,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,17.8
Döküm ve Isıl İşlem,6499,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Yok,81.24
Paketleme ve Lojistik,5033,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,83.88
Talaşlı İmalat,1753,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,29.22
Kalite Kontrol,6254,8000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,81.62
Sac ve Şekillendirme,1095,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,18.25
Talaşlı İmalat,302,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,7.55
Kalite Kontrol,623,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,15.57
Kalite Kontrol,4843,5000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Otomasyon ve Robotik,1462,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,36.55
Otomasyon ve Robotik,3740,4000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,96.91
Döküm ve Isıl İşlem,3515,5000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yok,87.58
Döküm ve Isıl İşlem,3235,4000,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,HDF,98.44
Plastik ve Enjeksiyon,1187,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,19.78
Otomasyon ve Robotik,2892,5000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,60.06
Paketleme ve Lojistik,431,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,8.62
Otomasyon ve Robotik,2709,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,67.73
Plastik ve Enjeksiyon,1586,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,19.82
Paketleme ve Lojistik,8287,8000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Paketleme ve Lojistik,3190,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,63.8
Talaşlı İmalat,4649,6000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,80.23
Döküm ve Isıl İşlem,6155,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yok,76.94
Paketleme ve Lojistik,1559,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,19.49
Paketleme ve Lojistik,3763,5000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,75.26
Yardımcı Tesis,2577,4000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,70.26
Talaşlı İmalat,6375,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Talaşlı İmalat,2934,6000,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,TWF,48.9
Plastik ve Enjeksiyon,1294,5000,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,41.92
Talaşlı İmalat,5648,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,94.13
Sac ve Şekillendirme,6562,6000,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Plastik ve Enjeksiyon,1737,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,43.43
Otomasyon ve Robotik,822,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,20.55
Talaşlı İmalat,3210,6000,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,Yok,53.5
Talaşlı İmalat,2054,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,34.23
Talaşlı İmalat,1446,5000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Yok,28.92
Plastik ve Enjeksiyon,3874,5000,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,77.48
Döküm ve Isıl İşlem,2978,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,49.63
Sac ve Şekillendirme,3219,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,40.24
Döküm ve Isıl İşlem,3744,5000,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Döküm ve Isıl İşlem,5850,8000,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,HDF,92.04
Kalite Kontrol,3268,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,40.85
Döküm ve Isıl İşlem,164,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,2.73
Otomasyon ve Robotik,1497,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,29.94
Paketleme ve Lojistik,1054,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,21.08
Döküm ve Isıl İşlem,2254,4000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,56.35
Otomasyon ve Robotik,2910,6000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,52.92
Talaşlı İmalat,376,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,7.52
Paketleme ve Lojistik,5411,6000,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,94.6
Döküm ve Isıl İşlem,3597,4000,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PWF,100.0
Otomasyon ve Robotik,1578,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,19.73
Talaşlı İmalat,7086,8000,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Yok,93.28
Kalite Kontrol,975,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,24.38
Kalite Kontrol,1149,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,19.15
Paketleme ve Lojistik,3034,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,60.68
Talaşlı İmalat,8177,8000,2,0,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,HDF,100.0
Kalite Kontrol,2534,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,63.35
Talaşlı İmalat,3704,5000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,76.66
Yardımcı Tesis,2689,4000,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,72.15
Talaşlı İmalat,3134,4000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,82.67
Döküm ve Isıl İşlem,1507,4000,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,41.34
Sac ve Şekillendirme,7096,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,88.7
Kalite Kontrol,2729,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,45.48
Kalite Kontrol,813,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,16.26
Kalite Kontrol,1919,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,31.98
Sac ve Şekillendirme,442,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,7.37
Yardımcı Tesis,1444,5000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yok,28.88
Yardımcı Tesis,4825,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,80.42
Otomasyon ve Robotik,1010,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,25.25
Yardımcı Tesis,3517,4000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,93.68
Döküm ve Isıl İşlem,2392,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,Yok,88.82
Otomasyon ve Robotik,3348,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,55.8
Plastik ve Enjeksiyon,1995,4000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yok,49.88
Yardımcı Tesis,2973,5000,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,59.46
Otomasyon ve Robotik,3843,4000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,99.89
Talaşlı İmalat,2372,4000,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yok,81.33
Sac ve Şekillendirme,7435,8000,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Paketleme ve Lojistik,1914,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,23.93
Talaşlı İmalat,1004,4000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,27.84
Talaşlı İmalat,3736,4000,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,PWF,95.52
Kalite Kontrol,2646,6000,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,44.1
Döküm ve Isıl İşlem,2914,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,36.43
Otomasyon ve Robotik,4130,4000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Döküm ve Isıl İşlem,5383,6000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PWF,95.14
Döküm ve Isıl İşlem,7992,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PWF,99.9
Plastik ve Enjeksiyon,4094,4000,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Talaşlı İmalat,2635,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,52.7
Otomasyon ve Robotik,2866,4000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,71.65
Sac ve Şekillendirme,1169,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,23.38
Kalite Kontrol,6000,6000,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,100.0
Plastik ve Enjeksiyon,1778,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,44.45
Plastik ve Enjeksiyon,4225,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,84.5
Plastik ve Enjeksiyon,6109,6000,2,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,100.0
Plastik ve Enjeksiyon,4343,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,54.29
Paketleme ve Lojistik,2019,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,50.48
Kalite Kontrol,969,4000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,29.12
Kalite Kontrol,3349,6000,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,69.05
Kalite Kontrol,5070,5000,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,100.0
Sac ve Şekillendirme,5315,5000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Plastik ve Enjeksiyon,1002,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,12.53
Döküm ve Isıl İşlem,370,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,7.4
Kalite Kontrol,2217,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,44.34
Döküm ve Isıl İşlem,3310,6000,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,OSF,59.94
Otomasyon ve Robotik,2703,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,45.05
Otomasyon ve Robotik,4970,6000,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Paketleme ve Lojistik,8548,8000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Kalite Kontrol,1735,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,34.7
Otomasyon ve Robotik,6204,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,77.55
Plastik ve Enjeksiyon,5448,5000,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Otomasyon ve Robotik,2758,4000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,72.25
Kalite Kontrol,4245,5000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,90.3
Plastik ve Enjeksiyon,5210,5000,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Sac ve Şekillendirme,90,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,2.25
Sac ve Şekillendirme,3342,5000,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,100.0
Otomasyon ve Robotik,2859,5000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,59.19
Paketleme ve Lojistik,1953,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,39.06
Kalite Kontrol,3321,4000,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Paketleme ve Lojistik,677,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,13.54
Talaşlı İmalat,8431,8000,1,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TWF,100.0
Plastik ve Enjeksiyon,3056,5000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,67.49
Plastik ve Enjeksiyon,4169,8000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,54.43
Paketleme ve Lojistik,6763,8000,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Yardımcı Tesis,3821,8000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,47.76
Plastik ve Enjeksiyon,3298,4000,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,93.65
Talaşlı İmalat,3501,5000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,73.5
Yardımcı Tesis,2240,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,28.0
Otomasyon ve Robotik,2482,4000,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,64.07
Yardımcı Tesis,3651,5000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yok,73.02
Yardımcı Tesis,568,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,11.36
Talaşlı İmalat,2994,4000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,80.81
Sac ve Şekillendirme,449,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,8.98
Yardımcı Tesis,3445,4000,2,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OSF,100.0
Kalite Kontrol,4858,5000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,97.16
Otomasyon ve Robotik,3115,4000,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,99.33
Yardımcı Tesis,1408,5000,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,57.24
Kalite Kontrol,2942,4000,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,87.16
Otomasyon ve Robotik,1960,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,49.0
Döküm ve Isıl İşlem,1762,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,44.05
